OBJECTID,HOEHE,NAME,SPRACHCODE,LONGITUDE,LATITUDE,ELEVATION
234,3630,Dammastock,Hochdeutsch inkl. Lokalsprachen,8.421079897729316,46.643481649204496,3629.7787119999975
235,3586,Galenstock,Hochdeutsch inkl. Lokalsprachen,8.416957723631224,46.61261857970096,3585.6200119999976
236,4044,Grosses Grünhorn,Hochdeutsch inkl. Lokalsprachen,8.077722846920723,46.531995699994376,4043.1812119999977
237,3630,Oberaarhorn,Hochdeutsch inkl. Lokalsprachen,8.174497965828618,46.53140734186828,3629.812511999997
238,3638,Doldenhorn,Hochdeutsch inkl. Lokalsprachen,7.734911601627536,46.46853622299657,3637.9162119999983
239,3272,Helsenhorn,Hochdeutsch inkl. Lokalsprachen,8.191618069437459,46.304793018285665,3271.793711999997
240,3194,Bortelhorn,Hochdeutsch inkl. Lokalsprachen,8.125639579124957,46.294566183179334,3193.1362119999976
241,3194,Punta del Rebbio,Italienisch inkl. Lokalsprachen,8.125639579124957,46.294566183179334,3193.1362119999976
242,3176,Ober Rappehorn,Hochdeutsch inkl. Lokalsprachen,8.269917889023844,46.410458675803895,3175.617511999997
243,3248,Wildhorn,Hochdeutsch inkl. Lokalsprachen,7.360744565685089,46.35454816820981,3247.595011999998
244,3123,Oldehore,Hochdeutsch inkl. Lokalsprachen,7.221468669177574,46.32924798316124,3122.6662119999983
245,3123,Becca d'Audon,Franzoesisch inkl. Lokalsprachen,7.221468669177574,46.32924798316124,3122.6662119999983
246,3201,Schwarzhorn,Hochdeutsch inkl. Lokalsprachen,7.756808718439629,46.21677469867393,3200.7850119999985
247,2969,Grande Dent de Morcles,Franzoesisch inkl. Lokalsprachen,7.07548750998467,46.199335979373636,2968.9600119999977
248,3626,Gross Bigerhorn,Hochdeutsch inkl. Lokalsprachen,7.8703707351400665,46.14514786216925,3625.5525119999984
249,3714,La Singla,Franzoesisch inkl. Lokalsprachen,7.471919540520919,45.94575069462382,3713.766211999997
250,2963,Pizzo Lucendro,Italienisch inkl. Lokalsprachen,8.519472570447734,46.538903589731326,2962.730011999998
251,3036,Arpelistock,Hochdeutsch inkl. Lokalsprachen,7.315236317642867,46.34385386214935,3035.0850119999977
252,3272,Basòdino,Italienisch inkl. Lokalsprachen,8.468441175281326,46.411563578085136,3272.010011999997
253,3213,Le Métailler,Franzoesisch inkl. Lokalsprachen,7.360405463034813,46.10404658828698,3212.492511999997
254,4357,Dent Blanche,Franzoesisch inkl. Lokalsprachen,7.611929594989884,46.0342557561967,4356.752511999997
255,3637,Mont Collon,Franzoesisch inkl. Lokalsprachen,7.507455372530815,45.97707122260308,3636.8462119999967
256,3870,Mont Blanc de Cheilon,Franzoesisch inkl. Lokalsprachen,7.417356631323382,45.99314716742418,3869.5462119999975
257,3790,Pigne d'Arolla,Franzoesisch inkl. Lokalsprachen,7.455063696569914,45.991386146185654,3788.9500119999975
258,3704,Le Pleureur,Franzoesisch inkl. Lokalsprachen,7.369147362129521,46.01624356868843,3703.6987119999976
259,3531,Bec d'Epicoune,Franzoesisch inkl. Lokalsprachen,7.422351787338255,45.91467090137575,3530.890011999998
260,4314,Combin de Grafeneire,Franzoesisch inkl. Lokalsprachen,7.299235186550533,45.93758660695636,4313.338711999997
261,3403,Pointe d'Otemma,Franzoesisch inkl. Lokalsprachen,7.397798363959336,45.943486802576324,3402.855011999998
262,3329,Mont Fort,Franzoesisch inkl. Lokalsprachen,7.318712573872255,46.08055100530223,3328.787511999997
263,3336,Rosablanche,Franzoesisch inkl. Lokalsprachen,7.3541666616783585,46.060502739192096,3335.867511999997
264,3676,Dent de Perroc,Franzoesisch inkl. Lokalsprachen,7.523187674580281,46.03942940597728,3675.7237119999972
265,3668,Aiguille de la Tsa,Franzoesisch inkl. Lokalsprachen,7.522268786504102,46.02149915591967,3667.078711999997
266,4063,Ober Gabelhorn,Hochdeutsch inkl. Lokalsprachen,7.668049002742509,46.03854602978428,4062.3537119999983
267,3796,Balfrin,Hochdeutsch inkl. Lokalsprachen,7.880273027642297,46.13515163879275,3795.187511999997
268,4017,Weissmies,Hochdeutsch inkl. Lokalsprachen,8.011986273037769,46.127693763317225,4016.6362119999976
269,4199,Rimpfischhorn,Hochdeutsch inkl. Lokalsprachen,7.883933111471037,46.02311794879299,4198.737511999998
270,4190,Strahlhorn,Hochdeutsch inkl. Lokalsprachen,7.902033630019356,46.01317997894767,4189.8012119999985
271,3532,Stockhorn,Hochdeutsch inkl. Lokalsprachen,7.837881530054655,45.98563083007245,3531.633711999997
272,4164,Breithorn,Hochdeutsch inkl. Lokalsprachen,7.747655436303528,45.94101003684363,4162.920011999997
273,3833,Brunegghorn,Hochdeutsch inkl. Lokalsprachen,7.745780161981426,46.12590579319018,3832.0800119999967
274,4506,Weisshorn,Hochdeutsch inkl. Lokalsprachen,7.716066940612068,46.101244713222684,4505.668711999997
275,3610,Üssers Barrhorn,Hochdeutsch inkl. Lokalsprachen,7.734079589146511,46.15592165848552,3609.701211999998
276,3583,Inners Barrhorn,Hochdeutsch inkl. Lokalsprachen,7.737304448472234,46.14970653830578,3582.7525119999973
277,4491,Täschhorn,Hochdeutsch inkl. Lokalsprachen,7.857191124307284,46.083429586435976,4490.648711999998
278,4545,Dom,Hochdeutsch inkl. Lokalsprachen,7.8588387508325,46.09398380451816,4544.703711999997
279,4327,Nadelhorn,Hochdeutsch inkl. Lokalsprachen,7.8640538415655525,46.1088769450141,4326.508711999997
280,3406,Mettelhorn,Hochdeutsch inkl. Lokalsprachen,7.74168224811991,46.05564537940602,3405.720011999998
281,4221,Zinalrothorn,Hochdeutsch inkl. Lokalsprachen,7.6901199081079605,46.06483212447338,4220.643711999997
282,4206,Alphubel,Hochdeutsch inkl. Lokalsprachen,7.863819470785419,46.062878812856994,4205.7787119999975
283,4027,Allalinhorn,Hochdeutsch inkl. Lokalsprachen,7.894594202947595,46.0460936383505,4026.7175119999974
284,3436,Stellihorn,Hochdeutsch inkl. Lokalsprachen,8.001062464845663,46.03621775645074,3435.8062119999977
285,3402,Rheinwaldhorn,Hochdeutsch inkl. Lokalsprachen,9.040202377690719,46.49374831444507,3401.776211999997
286,3402,Adula,Italienisch inkl. Lokalsprachen,9.040202377690719,46.49374831444507,3401.776211999997
287,3072,Pizzo Campo Tencia,Italienisch inkl. Lokalsprachen,8.725895892378809,46.42976660974095,3071.428711999997
288,2735,Monte Zucchero,Italienisch inkl. Lokalsprachen,8.71412926839921,46.35415645118797,2735.107511999997
289,2773,Pizzo del Sole,Italienisch inkl. Lokalsprachen,8.767890341401085,46.52507040041578,2773.0012119999974
290,3048,Lorenzhorn,Hochdeutsch inkl. Lokalsprachen,9.127892002152262,46.526720646627865,3047.8637119999985
291,3060,Piz Grisch,Rumantsch Grischun inkl. Lokalsprachen,9.472883221950584,46.53121217034865,3059.0250119999982
292,3279,Pizzo Tambo,Italienisch inkl. Lokalsprachen,9.283303988260856,46.496981435511124,3278.885011999997
293,3155,Zapporthorn,Hochdeutsch inkl. Lokalsprachen,9.11277854258133,46.479631527587124,3154.651211999997
294,3107,Pizz Gallagiun,Italienisch inkl. Lokalsprachen,9.487703183699,46.3669148241093,3106.9162119999983
295,2956,Torrone Alto,Italienisch inkl. Lokalsprachen,9.073683983581377,46.34490298906227,2955.5512119999985
296,2956,Torent Alto,Italienisch inkl. Lokalsprachen,9.073683983581377,46.34490298906227,2955.5512119999985
297,3906,Grosses Wannenhorn,Hochdeutsch inkl. Lokalsprachen,8.097114632963432,46.4938492300184,3905.4662119999975
298,4634,Dufourspitze,Hochdeutsch inkl. Lokalsprachen,7.866756959880037,45.936923663029056,4633.497511999998
299,4634,Punta Dufour,Italienisch inkl. Lokalsprachen,7.866756959880037,45.936923663029056,4633.497511999998
300,4634,Pointe Dufour,Franzoesisch inkl. Lokalsprachen,7.866756959880037,45.936923663029056,4633.497511999998
301,3187,Gross Windgällen,Hochdeutsch inkl. Lokalsprachen,8.732090668536863,46.807258164329056,3186.862511999998
302,3267,Clariden,Hochdeutsch inkl. Lokalsprachen,8.871229020652006,46.842036855494314,3267.0737119999976
303,3297,Gross Schärhorn,Hochdeutsch inkl. Lokalsprachen,8.82947422793163,46.82695695526519,3296.327511999998
304,3158,Hausstock,Hochdeutsch inkl. Lokalsprachen,9.065619645629146,46.87429682910904,3157.781211999998
305,3613,Piz Russein,Rumantsch Grischun inkl. Lokalsprachen,8.914637249700837,46.811187892954145,3612.2262119999978
306,3571,Glarner Tödi,Hochdeutsch inkl. Lokalsprachen,8.921948543676823,46.81043614113492,3570.197511999997
307,3073,Bristen,Hochdeutsch inkl. Lokalsprachen,8.681353299724927,46.73689595005045,3072.9325119999976
308,3096,Piz Giuv,Rumantsch Grischun inkl. Lokalsprachen,8.692579333698154,46.70185036927649,3095.862511999998
309,3096,Schattig Wichel,Hochdeutsch inkl. Lokalsprachen,8.692579333698154,46.70185036927649,3095.862511999998
310,3328,Piz Tgietschen,Rumantsch Grischun inkl. Lokalsprachen,8.769458186907176,46.74271297277414,3327.9487119999976
311,3328,Oberalpstock,Hochdeutsch inkl. Lokalsprachen,8.769458186907176,46.74271297277414,3327.9487119999976
312,2717,Ortstock,Hochdeutsch inkl. Lokalsprachen,8.948200358560609,46.92538690768185,2716.3075119999976
313,3040,Piz Gannaretsch,Rumantsch Grischun inkl. Lokalsprachen,8.786431909680434,46.612024644370116,3039.555011999997
314,3190,Scopi,Rumantsch Grischun inkl. Lokalsprachen,8.829999135012912,46.57171203336807,3189.652511999997
315,3016,Piz Rondadura,Rumantsch Grischun inkl. Lokalsprachen,8.750755217599124,46.57621260787404,3015.5575119999976
316,3019,Piz Blas,Rumantsch Grischun inkl. Lokalsprachen,8.72798555571678,46.577076098383166,3018.691211999998
317,3007,Piz Ravetsch,Rumantsch Grischun inkl. Lokalsprachen,8.70318832657169,46.58431362842863,3006.130011999998
318,2999,Pizzo Centrale,Italienisch inkl. Lokalsprachen,8.614937724059892,46.57815630015283,2998.923711999998
319,3210,Piz Medel,Rumantsch Grischun inkl. Lokalsprachen,8.911162821121748,46.61825342864899,3209.312511999997
320,3149,Piz Terri,Rumantsch Grischun inkl. Lokalsprachen,9.034073363618706,46.60002766705995,3148.8762119999974
321,3121,Piz Aul,Rumantsch Grischun inkl. Lokalsprachen,9.125055719856519,46.622784759753436,3120.7100119999977
322,2998,Piz Beverin,Rumantsch Grischun inkl. Lokalsprachen,9.357918829817983,46.65255521082694,2997.480011999998
323,4049,Grosses Fiescherhorn,Hochdeutsch inkl. Lokalsprachen,8.06148627833259,46.55133284700115,4048.4775119999977
324,3419,Piz Durschin,Rumantsch Grischun inkl. Lokalsprachen,8.957492756690362,46.8041957787323,3418.1475119999977
325,3419,Bifertenstock,Hochdeutsch inkl. Lokalsprachen,8.957492756690362,46.8041957787323,3418.1475119999977
326,3566,Vorderer Rhonestock,Hochdeutsch inkl. Lokalsprachen,8.419803023223405,46.63141692039596,3565.7262119999978
327,3366,Cima di Rosso,Italienisch inkl. Lokalsprachen,9.718399984583222,46.306491268157494,3365.5025119999973
328,3289,Cima della Bondasca,Italienisch inkl. Lokalsprachen,9.622290728778557,46.287798608753704,3288.6200119999976
329,3656,Pizzo d'Andolla,Italienisch inkl. Lokalsprachen,8.03476214312674,46.10076874930048,3655.803711999997
330,4223,Castor,Hochdeutsch inkl. Lokalsprachen,7.793247829655092,45.92082152861096,4222.790011999998
331,4223,Punta Castore,Italienisch inkl. Lokalsprachen,7.793247829655092,45.92082152861096,4222.790011999998
332,2933,Botta dal Tiroler,Rumantsch Grischun inkl. Lokalsprachen,9.750833197800555,46.483340747535614,2932.9150119999977
333,3540,Aiguilles du Tour,Franzoesisch inkl. Lokalsprachen,7.011165519702754,45.9953200488511,3539.811211999997
334,3540,Aiguilles du Tour,Franzoesisch inkl. Lokalsprachen,7.010301506166555,45.994342782097974,3539.7450119999976
335,3897,Aiguille d'Argentière,Franzoesisch inkl. Lokalsprachen,7.0202604376074405,45.9597851972312,3895.951211999998
336,3753,Aiguille de l'A Neuve,Franzoesisch inkl. Lokalsprachen,7.036746783405935,45.952540227771514,3752.145011999997
337,3680,Pointe Kurz,Franzoesisch inkl. Lokalsprachen,7.035726691353389,45.938333386105406,3678.9550119999967
338,3590,Pointe Morin,Franzoesisch inkl. Lokalsprachen,7.036669682646899,45.943502049656416,3588.9550119999967
339,3836,Tour Noir,Franzoesisch inkl. Lokalsprachen,7.037487759415171,45.94887097333118,3835.7225119999985
340,3820,Mont Dolent,Franzoesisch inkl. Lokalsprachen,7.046165679625526,45.92196219846023,3819.452511999998
341,3578,Mont Brulé,Franzoesisch inkl. Lokalsprachen,7.538525016293623,45.95489957990247,3577.0075119999983
342,3578,Mont Braoulè,Franzoesisch inkl. Lokalsprachen,7.538525016293623,45.95489957990247,3577.0075119999983
343,4174,Dent d'Hérens,Franzoesisch inkl. Lokalsprachen,7.605059724026565,45.9699384817956,4172.937511999997
344,4478,Mont Cervin,Franzoesisch inkl. Lokalsprachen,7.658610100685451,45.976413021160134,4477.071211999997
345,4478,Monte Cervino,Italienisch inkl. Lokalsprachen,7.658610100685451,45.976413021160134,4477.071211999997
346,4478,Matterhorn,Hochdeutsch inkl. Lokalsprachen,7.658610100685451,45.976413021160134,4477.071211999997
347,3726,Mont Vélan,Franzoesisch inkl. Lokalsprachen,7.251664118859551,45.89173957636943,3725.3237119999976
348,3587,Grande Tête de By,Franzoesisch inkl. Lokalsprachen,7.298319232648928,45.919485268158226,3586.808711999998
349,3553,Monte Leone,Italienisch inkl. Lokalsprachen,8.110192230403626,46.249449159829425,3552.7437119999977
350,3211,Scherbadung,Hochdeutsch inkl. Lokalsprachen,8.22319127060545,46.32422278444787,3210.180011999997
351,3211,Pizzo Cervandone,Italienisch inkl. Lokalsprachen,8.22319127060545,46.32422278444787,3210.180011999997
352,2793,Pizzo Quadro,Italienisch inkl. Lokalsprachen,8.427750236289071,46.2983307950075,2793.015011999998
353,3149,Becs de Bosson,Franzoesisch inkl. Lokalsprachen,7.5181260286044,46.16794342920811,3148.6887119999974
354,4632,Dunantspitze,Hochdeutsch inkl. Lokalsprachen,7.867773036340846,45.93687801097552,4630.980011999998
355,4632,Pointe Dunant,Franzoesisch inkl. Lokalsprachen,7.867773036340846,45.93687801097552,4630.980011999998
356,4632,Punta Dunant,Italienisch inkl. Lokalsprachen,7.867773036340846,45.93687801097552,4630.980011999998
